font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
GEORGIA,GEORGIA,116,0.400000,0,0.000000,40,20,43,22,20,20,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,89,89,89,89,89,180,255,255,255,255,240,89,89,89,89,89,89,89,89,9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,24,12,12,12,12,12,145,255,255,255,255,233,12,12,12,12,12,12,12,12,2,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,238,54,1,1,1,1,1,1,1,1,1,1,1,1,1,140,255,255,255,255,255,224,61,1,1,1,1,1,1,76,1,1,1,1,1,20,176,255,255,255,255,255,246,220,220,220,220,220,220,252,1,1,1,1,1,1,12,105,137,245,255,255,255,255,255,191,137,137,40,18
GEORGIA,GEORGIA,115,0.400000,0,0.000000,49,22,34,25,20,20,1,1,1,1,22,106,196,255,255,255,255,255,255,196,106,106,136,255,103,1,1,1,37,181,220,255,220,76,46,46,46,46,196,220,255,255,255,255,103,1,1,7,160,255,253,181,37,1,1,1,1,1,1,37,181,253,255,255,103,1,25,175,255,255,205,1,1,1,1,1,1,1,1,1,1,109,255,255,103,1,52,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,196,255,103,1,52,255,255,255,241,109,1,1,1,1,1,1,1,1,1,1,46,226,91,1,52,255,255,255,255,208,136,28,1,1,1,1,1,1,1,1,1,1,1,1,4,112,255,255,255,255,255,244,211,91,91,19,1,1,1,1,1,1,1,1,1,25,151,247,255,255,255,255,255,255,255,208,196,136,46,10,1,1,1,1,1,1,1,85,255,255,255,255,255,255,255,255,255,255,255,172,121,1,1,1,1,1,1,1,1,61,151,235,255,255,255,255,255,255,255,255,255,196,43,1,1,1,1,1,1,1,1,37,46,106,196,196,255,255,255,255,255,255,229,43,16,10,1,1,1,1,1,1,1,1,1,1,91,151,241,253,255,255,255,184,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,205,255,255,255,255,255,244,91,1,1,1,1,1,1,1,1,1,1,1,1,25,255,255,255,255,255,255,211,61,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,232,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,52,255,255,255,255,241,181,37,1,1,1,1,1,1,1,55,211,255,220,76,4,255,178,61,181,220,255,220,196,46,46,46,46,76,196,232,220,181,37,1,1,106,64,1,1,22,106,196,255,255,255,255,255,226,106,106,22,1,1,1,1
GEORGIA,GEORGIA,114,0.400000,0,0.000000,49,22,33,25,20,20,101,101,101,101,255,255,255,255,205,1,1,1,21,101,194,255,255,255,163,21,209,209,237,255,255,255,255,255,205,1,28,171,212,255,255,255,255,255,255,212,1,1,65,226,255,255,255,255,205,59,212,255,226,109,197,255,255,255,255,255,1,1,1,7,255,255,255,255,254,251,200,39,7,1,154,255,255,255,255,255,1,1,1,1,255,255,255,255,248,155,25,1,1,1,130,248,255,255,232,93,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,93,116,116,47,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,226,65,1,1,1,1,1,1,1,1,1,1,55,55,147,209,255,255,255,255,255,237,116,55,55,33,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,154,1,1,1,1,1,1
GEORGIA,GEORGIA,113,0.400000,0,0.000000,48,22,49,36,20,20,1,1,1,1,1,47,82,151,151,151,151,59,37,1,1,94,244,57,1,1,1,1,1,63,152,255,224,139,58,58,104,193,243,187,94,255,255,57,1,1,1,13,141,252,255,173,19,1,1,1,1,4,115,243,255,255,174,3,1,1,1,132,255,255,209,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,58,242,255,253,102,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,212,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,255,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,255,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,253,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,114,255,255,245,70,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,70,245,255,255,169,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,132,246,255,255,204,40,1,1,1,1,1,56,219,255,255,171,1,1,1,1,1,150,255,255,255,235,170,89,89,89,181,222,226,255,255,171,1,1,1,1,1,4,28,178,224,252,255,255,255,224,132,36,171,255,255,171,1,1,1,1,1,1,1,1,1,65,73,73,73,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,224,255,255,224,81,20,1,1,1,1,1,1,1,1,1,1,1,209,209,245,255,255,255,255,255,224,209
GEORGIA,GEORGIA,112,0.400000,0,0.000000,49,21,48,35,20,20,149,149,149,210,255,255,219,1,43,134,225,255,255,255,180,89,25,1,1,1,64,95,183,255,255,255,231,146,255,183,171,171,207,255,255,255,228,76,1,1,1,1,4,155,255,255,252,174,22,4,1,1,10,52,219,255,255,249,79,1,1,1,1,146,255,255,219,1,1,1,1,1,1,1,76,228,255,255,228,28,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,146,255,255,255,110,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,61,255,255,255,255,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,255,255,255,255,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,255,255,255,255,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,255,255,255,255,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,61,255,255,255,134,1,1,1,146,255,255,219,1,1,1,1,1,1,1,7,164,255,255,234,46,1,1,1,146,255,255,231,37,1,1,1,1,1,1,86,255,255,231,86,1,1,1,1,146,255,255,255,243,82,16,1,1,10,52,219,255,189,31,1,1,1,1,1,146,255,255,231,146,192,222,171,171,207,237,177,86,1,1,1,1,1,1,1,146,255,255,219,1,1,37,43,43,43,31,1,1,1,1,1,1,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146,255,255,219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,219,255,255,243,110,37,1,1,1,1,1,1,1,1,1,1,1,213,213,243,255,255,255,255,255,237,213,61,1,1,1,1,1,1,1,1,1
GEORGIA,GEORGIA,111,0.400000,0,0.000000,49,22,34,32,20,20,1,1,1,1,1,40,106,181,255,255,255,255,181,106,40,1,1,1,1,1,1,1,1,16,154,227,255,226,64,46,46,64,196,248,227,154,16,1,1,1,1,1,8,169,255,255,132,46,1,1,1,1,1,121,255,255,169,8,1,1,1,16,188,255,255,211,34,1,1,1,1,1,1,34,211,255,255,188,16,1,1,173,255,255,255,113,1,1,1,1,1,1,1,1,113,255,255,255,173,1,68,237,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,237,68,96,255,255,255,171,1,1,1,1,1,1,1,1,1,1,171,255,255,255,96,246,255,255,255,96,1,1,1,1,1,1,1,1,1,1,96,255,255,255,246,255,255,255,255,96,1,1,1,1,1,1,1,1,1,1,96,255,255,255,255,255,255,255,255,96,1,1,1,1,1,1,1,1,1,1,96,255,255,255,255,255,255,255,255,96,1,1,1,1,1,1,1,1,1,1,96,255,255,255,255,255,255,255,255,96,1,1,1,1,1,1,1,1,1,1,96,255,255,255,255,246,255,255,255,106,1,1,1,1,1,1,1,1,1,1,96,255,255,255,152,96,255,255,255,255,1,1,1,1,1,1,1,1,1,1,171,255,255,255,96,68,237,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,199,12,1,173,255,255,255,113,1,1,1,1,1,1,1,1,113,255,255,255,79,1,1,16,188,255,255,211,34,1,1,1,1,1,1,34,211,255,255,188,16,1,1,1,8,169,255,255,226,46,1,1,1,1,46,226,255,255,169,8,1,1,1,1,1,16,154,227,255,226,64,46,46,64,226,255,227,154,16,1,1,1,1,1,1,1,1,40,106,181,255,255,255,255,181,106,40,1,1,1,1,1
GEORGIA,GEORGIA,110,0.400000,0,0.000000,49,22,33,37,20,20,101,101,147,255,255,242,1,1,36,101,214,255,255,255,109,14,1,1,1,1,209,227,255,255,255,242,1,46,204,255,255,255,255,255,255,159,11,1,1,1,1,41,232,255,255,242,76,253,255,136,109,125,255,255,255,255,135,1,1,1,1,1,80,255,255,255,252,98,8,2,1,1,12,208,255,255,193,1,1,1,1,1,76,255,255,253,138,2,1,1,1,1,1,106,253,255,240,58,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,242,1,1,1,1,1,1,1,1,242,255,255,76,1,1,1,1,76,255,255,248,53,1,1,1,1,1,1,1,242,255,255,135,1,1,55,113,223,255,255,255,232,59,36,1,1,36,59,209,253,255,255,248,113,55,255,255,255,255,255,255,255,255,166,1,1,166,255,255,255,255,255,255,255,255
GEORGIA,GEORGIA,109,0.400000,0,0.000000,49,22,33,56,20,20,101,134,255,237,1,29,189,255,244,65,1,1,15,167,255,255,90,1,1,1,222,255,255,237,17,217,255,255,255,236,17,10,187,255,255,255,244,46,1,1,31,193,255,237,144,214,109,130,255,255,144,108,235,109,109,255,255,180,1,1,1,58,255,255,220,6,1,2,169,255,253,232,29,1,1,134,255,232,20,1,1,55,255,253,84,1,1,1,96,255,255,118,1,1,1,62,253,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,237,1,1,1,1,19,255,255,19,1,1,1,1,237,255,55,1,1,55,255,245,31,1,1,1,19,255,255,57,1,1,1,1,237,255,94,1,55,208,255,255,167,39,1,47,179,255,255,196,47,1,39,154,252,255,225,55,255,255,255,255,255,183,1,219,255,255,255,255,219,1,183,255,255,255,255,255
GEORGIA,GEORGIA,108,0.400000,0,0.000000,31,21,51,17,20,20,156,156,156,156,156,156,156,250,255,255,255,255,255,255,31,1,1,1,1,1,46,46,46,93,146,158,255,255,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,11,91,246,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,14,46,46,243,255,255,255,255,255,255,158,75,22,1,1,1,1,165,201,201,217,255,255,255,255,255,255,255,255,255,255,255,226,201,201,201
GEORGIA,GEORGIA,107,0.400000,0,0.000000,31,21,51,36,20,20,156,156,156,222,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,46,79,170,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,201,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,178,232,241,241,241,241,232,67,1,1,1,1,171,255,255,171,1,1,1,1,1,69,224,255,213,72,47,1,1,1,1,1,171,255,255,171,1,1,1,1,17,151,209,50,3,1,1,1,1,1,1,1,171,255,255,171,1,1,1,3,143,151,17,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,34,176,75,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,4,93,238,238,88,1,1,1,1,1,1,1,1,1,1,1,171,255,255,194,152,193,255,255,227,77,1,1,1,1,1,1,1,1,1,1,171,255,255,214,46,4,142,255,255,249,89,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,120,247,255,247,81,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,141,248,255,244,91,4,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,149,255,255,255,79,1,1,1,1,1,36,186,255,255,219,58,1,1,1,1,3,149,255,255,252,146,16,1,89,201,243,255,255,255,255,243,201,89,1,1,1,7,167,255,255,255,219,201
GEORGIA,GEORGIA,106,0.400000,0,0.000000,32,16,65,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,99,177,255,255,255,255,177,99,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,40,118,197,197,197,197,118,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118,118,118,118,118,118,197,197,197,197,197,197,197,1,1,1,1,1,1,1,40,40,40,118,118,118,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,20,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,79,1,1,40,40,40,40,1,1,1,1,1,1,1,40,255,255,255,216,59,1,1,216,255,255,255,255,216,138,59,1,1,1,59,255,255,197,118,1,1,1,1,99,177,177,255,255,255,255,255,157,79,157,177,99,20,1,1,1,1,1,1
GEORGIA,GEORGIA,105,0.400000,0,0.000000,32,21,50,17,20,20,1,1,1,1,1,7,52,148,232,255,255,255,250,154,64,16,1,1,1,1,1,1,1,1,1,31,255,255,255,255,255,255,255,255,255,76,1,1,1,1,1,1,1,1,1,25,205,253,255,255,255,255,255,255,211,61,1,1,1,1,1,1,1,1,1,1,1,49,130,154,154,154,148,52,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,52,52,52,52,52,52,7,1,1,1,1,1,205,205,205,205,205,205,205,253,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,49,103,115,205,253,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,255,255,255,31,1,1,1,1,1,1,1,1,1,16,52,52,244,255,255,255,255,255,255,166,82,52,34,1,1,1,169,205,205,220,255,255,255,255,255,255,255,255,255,255,255,255,238,205,205
GEORGIA,GEORGIA,104,0.400000,0,0.000000,31,22,51,36,20,20,156,156,178,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,46,79,226,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,29,9,52,141,241,241,241,229,141,23,1,1,1,1,1,1,57,255,255,255,61,187,245,161,161,161,234,255,255,229,75,1,1,1,1,1,57,255,255,255,236,106,5,1,1,1,27,206,255,255,221,34,1,1,1,1,57,255,255,255,57,1,1,1,1,1,1,57,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,1,57,255,255,255,29,1,1,1,1,1,1,29,255,255,255,57,1,1,1,16,92,255,255,255,124,11,1,1,1,1,11,69,255,255,255,148,16,1,201,219,255,255,255,255,255,213,178,1,1,178,213,255,255,255,255,255,219,201
GEORGIA,GEORGIA,103,0.400000,0,0.000000,49,21,48,31,20,20,1,1,1,6,94,149,208,217,213,213,242,214,149,149,149,149,149,149,149,149,1,1,36,176,255,239,112,7,1,1,44,138,255,255,255,212,171,171,171,171,1,29,243,255,255,124,1,1,1,1,1,9,181,255,255,245,31,1,1,1,1,181,255,255,255,42,1,1,1,1,1,1,25,255,255,255,143,1,1,1,1,181,255,255,255,42,1,1,1,1,1,1,25,255,255,255,198,1,1,1,1,154,255,255,255,69,1,1,1,1,1,1,53,255,255,255,171,1,1,1,1,11,206,255,255,223,39,1,1,1,1,1,190,255,255,212,22,1,1,1,1,1,9,104,179,252,186,101,22,22,94,169,248,234,131,11,1,1,1,1,1,1,1,9,64,225,221,192,192,192,192,151,77,1,1,1,1,1,1,1,1,1,1,171,255,214,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107,255,255,214,43,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,236,255,255,255,198,192,192,192,192,192,192,192,137,66,1,1,1,1,1,1,99,179,238,255,255,255,255,255,255,255,255,255,255,251,234,104,8,1,1,27,64,116,187,221,192,192,192,192,192,192,192,202,255,255,255,255,132,38,182,231,255,204,60,20,1,1,1,1,1,1,1,7,43,228,255,255,255,187,255,255,127,1,1,1,1,1,1,1,1,1,1,1,1,58,255,255,255,255,255,255,58,1,1,1,1,1,1,1,1,1,1,1,1,58,255,255,201,173,255,255,143,11,1,1,1,1,1,1,1,1,1,1,11,212,255,205,46,31,165,255,255,214,81,64,7,1,1,1,1,7,64,150,214,241,130,6,1,1,3,43,125,149,238,255,217,213,213,213,213,207,149,149,94,33,1,1,1
